web-scraper-order,web-scraper-start-url,titulo,precio,metros
1620528301-12740,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,LIBRAMIENTO NOR.PONIENTE FRENTE A COLEGIO SUNHILLS,"$3,264,000",3467
1620528221-12529,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,Terreno en Venta en Fracc. Valle de Juriquilla,"$2,067,000",300
1620528358-12921,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,TERRENO  COMERCIAL FRAY JUNÍPERO,"$247,500,000",45000
1620528324-12826,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,Macrolote en El Refugio de 5157 mts2! RAHQRO 20-292,"$22,692,296",5157
1620528065-12038,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,"VENTA DE AMPLIO TERRENO EN CUMBRES DEL LAGO, QUERETARO DE 394M2","$2,150,000",394
1620528075-12063,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=1,Terreno Habitacional Privada Zenit Altos Juriquilla Cumbres del Lago Queretaro,"$1,460,000",228
1620528032-11946,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,VENTA DE MACRO LOTE EN EL REFUGIO VM 20-293,"$13,712,820",3116
1620528092-12135,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,Terreno en Jurica. Inmejorable oportunidad,"$5,600,000",1000
1620528350-12912,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,"TERRENO VENTA ¡OPORTUNIDAD!HABITACIONAL ZONA EXCLUSIVA CON ALTA PLUSVALIA, QRO.","$1,902,880",238
1620528100-12164,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,¡¡ EXCELENTE TERRENO DE 2400M2 EN VENTA UBICADO EN JURICA !!,"$5,000",2400
1620528119-12216,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,Terreno en El Campanario de 653 mts2! RCS 20-2039,"$6,900,000",653
1620528083-12111,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,Terreno - Querétaro,null,37880
1620528166-12354,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,Terreno en venta en Mirador Zen Life de 221 m2,"$1,500,000",221
1620528268-12680,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,TERRENO EN VENTA RESERVE JURIQUILLA / QUERETARO,"$863,100",191
1620528311-12773,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=1,"Se Vende Terreno en Grand Juriquilla, 239.70 m2, Vista a la Reserva, ÚNICO !!","$999,000",239
1620528053-12005,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=3,Terreno en Venta en Cumbres del Lago,"$1,645,150",253
1620528229-12584,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"Terreno habitacional en Venta, en Juriquilla, Querétaro","$11,318,060",5603
1620528229-12564,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"EXCELENTE TERRENO EN VENTA, en zona norte de la ciudad de Querétaro.","$11,766,605",1622
1620528065-12032,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,"Terreno Comercial con Increíble Ubicación - Venta, Cumbres del Lago","$1,645,150",253
1620528248-12641,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,Terreno Venta (Comercial/Habitacional) 50 M. Carret 57 (Frente Juriquilla),"$8,000,000",2000
1620528301-12765,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,Lote Premium Residencial en Juriquilla,"$6,031,770",709
1620528358-12920,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,TERRENO PARA DESARROLLADORES CON EXCELENTE UBICACIÓN,"$31,000,000",8601
1620528203-12497,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,Terreno en venta Juriquilla JGCC,"$1,593,200",569
1620528358-12937,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,Terreno en Venta - Residencial El Refugio - Querétaro,"$1,658,000",255
1620528065-12043,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=2,Terreno en Venta en Cumbres del Lago,"$3,267,000",540
1620528193-12454,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,"VENTA TERRENO - Milenio III, Senda de la Girola (Uso de suelo H3)","$2,900,000",580
1620528184-12422,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,VENTA DE TERRENO EN MILENIO III,"$8,242,500",2355
1620528166-12362,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,El Mirador - Lotes de terreno en VENTA. Condominio con excelente ubicación,"$774,000",180
1620528184-12417,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,"Terreno en Venta, Amania, Querétaro","$952,278",244
1620528166-12358,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,"Oportunidad de Inversión, Terreno en Rinconada del Pedregal, ubicado entre los fracci...","$10,800,000",2458
1620528175-12404,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,TERRENO RESIDENCIAL EN VENTA,"$1,288,430",234
1620528043-11972,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,"¡¡  Terreno en venta en Cumbres del Lago Juriquilla, zona exclusiva residencial !!!","$1,490,000",282
1620528129-12244,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Excelente Oportunidad de Lote 5 en Venta en El Campanario,"$7,630,507",726715
1620528193-12443,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,"Se Vende Terreno en Milenio III, 255 m2, Esquina, Calle Abierta, Ubicadísimo !","$1,980,000",255
1620528184-12436,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,Oportunidad de Terreno en Venta en Mileno III.,"$6,407,400",543
1620528285-12731,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,Venta de Terreno en Real de Juriquilla,"$1,300,000",306
1620528137-12275,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,"EXCELENTE TERRENO EN VENTA, PARA INVERSIONISTAS, EN LA MEJOR ZONA DE QUERÉTARO!!","$55,660,000",5858
1620528203-12496,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,Excelente terreno en Real de Juriquilla en fraccionamiento con seguridad! JGJ,"$3,115,200",2596
1620528129-12250,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Terreno en zona completamente construida en El Campanario! RCS 19-2433,"$6,900,000",653
1620528100-12152,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,Terreno en Jurica,"$8,800,000",1153
1620528229-12567,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,"Venta Terreno Zibatá, Fraccionamiento Maguey. el Marqués, Querétaro.","$1,456,000",224
1620528203-12484,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,Vendo terreno de 567 en Real de Juriquilla JGCC,null,569
1620528268-12682,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,Terreno en Venta en LAGO JURIQUILLA,"$1,825,000",260
1620528341-12884,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,El Refugio lote de uso mixto en zona de gran afluencia vehicular!,"$79,374,480",13229
1620528341-12859,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,Terreno en El Refugio de 546 mts2! RAHQRO 20-734,"$3,437,541",546
1620528203-12479,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,Macrolote en Venta Juriquilla,"$18,989,300",3452
1620528213-12515,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,Terreno Habitacional en en venta,"$1,650,000",270
1620528285-12719,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,VENTA TERRENOS - JURIQUILLA CAMPESTRE - QUERETARO,"$1,169,525",334
1620528083-12110,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,"Terrenos Desde 106,98 Mts2 en Zona Privilegiada de Queretaro con Amenidades Jpc","$465,042",106
1620528100-12146,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,Terreno en venta en jurica,"$6,079,500",1351
1620528137-12264,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,Terreno en el Campanario frente a área verde,"$12,500,000",1225
1620528147-12315,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,Excelente Terreno en Venta Sobre Av. Paseo de los Claustros,"$8,150,000",788
1620528083-12103,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/terreno/for-sale/?currency=mxn,"Terreno comercial en Venta, en Centro Sur, Querétaro","$95,000,000",7251
1620528203-12491,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=11,VENTA TERRENO EN LOMAS DE JURIQUILLA QUERETARO,"$1,714,500",285
1620528129-12259,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=4,Terreno ubicado dentro del Campanario de 653 mts2! RCS 19-2433,"$6,900,000",653
1620528147-12304,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,Terreno en Venta en Campanario,"$11,000,000",1376
1620528184-12429,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,"GRANDIOSO TERRENO  en milenio 3, en Querétaro","$3,706,895",612
1620528043-11971,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,"Lote Habitacional, Cumbres del Lago colindancia c/casas construidas, JURIQUILLA","$1,174,500",270
1620528341-12868,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,"Terrenos en Preventa en La Espiga, Qro","$2,054,000",316
1620528333-12835,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,"TERRENO 1500M2, ESQUINA, 2 FRENTES, FRAY. J. SERRA QRO.   CMC #20-2357","$9,000,000",1500
1620528184-12428,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=2,"2 TERRENOS EN VENTA SENDERO DEL VITRAL,$9,900. EL M2.","$6,221,754",628
1620528285-12715,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=3,Macrolote para inversionistas en Juriquilla de 29406 mts2! JGJ 19-1784,"$117,624,000",29406
1620528043-11978,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,Terrenos en venta Queretaro  Lago de Juriquilla,"$1,825,750",250
1620528166-12355,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/terreno/for-sale/?currency=mxn,Venta de Lote Residencial en El Mirador,"$784,000",160
1620528268-12696,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,"TERRENO EN VENTA en Villas del Mesón, Juriquilla Queretaro.","$2,100,000",447
1620528248-12629,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,VENTA TERRENOS - SAN ISIDRO JURIQUILLA - QUERETARO,"$540,000",120
1620528043-11989,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/terreno/for-sale/?&page=4,Terreno en venta en Balcones de Juriquilla,"$6,900,000",1570
1620528221-12543,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=9,TERRENO EN JURIQUILLA CAMPESTRE BIO GRAND DE OPORTUNIDAD,"$990,000",285
1620528193-12444,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,"Se Vende Terreno en Milenio III de 215 m2, Privada, Seguridad 24.7 Alberca...","$1,225,000",215
1620528301-12746,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,Terreno en Venta en Juriquilla La Condesa Querétaro,"$1,900,000",273
1620528193-12457,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=1,Terreno en venta Milenio III,"$1,100,000",162
1620528248-12625,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,PRECIOSO TERRENO EN VENTA EN RESIDENCIAL PRIVADO PRESERVE JURIQUILLA,"$1,100,000",260
1620528350-12913,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=2,"1500M2 DE TERRENO EN ESQUIN, 2 FRENTES, FRAY JUNIPERO S., QRO.  CMC #20-2357","$8,700,000",1500
1620528119-12219,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,Terreno en Venta Paseo de Las Capillas 240 vista a campo El Campanario,"$27,724,125",1250
1620528238-12589,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,"TERRENO PLANO EN VENTA, VALLE DE JURIQUILLA, USO MIXTO","$11,951,830",1086
1620528213-12513,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,Lote comercial y de servicios en venta en Castaños 55 Juriquilla Querétaro,"$15,000,000",2500
1620528238-12603,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,"KL / TERRENO EN VENTA, USO DE SUELO MIXTO. JURIQUILLA.","$18,757,854",2758
1620528324-12810,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,Terreno en venta en el refugio AQC,"$1,960,400",270
1620528268-12707,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,Desarrollo Habitacional Anthara Residencial,null,162
1620528032-11957,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-pueblito-19/terreno/for-sale/?currency=mxn,TERRENO EN VENTA SOBRE  AV. PASEO CONSTITUYENTES  CORREGIDORA  8733 M2,"$9,500",8733
1620528100-12166,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,¡La mejor zona entre Jurica y Juriquilla! Venta de Terreno - Gran oportunidad,"$4,000,000",810
1620528238-12591,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,"Terreno comercial en Venta, en Juriquilla, Querétaro","$12,000,000",2000
1620528301-12757,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=2,"HERMOSO TERRENO CON USO DE SUELO MIXTO, EN JURIQUILLA, RANCHO LARGO","$1,300,000",260
1620528175-12409,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/terreno/for-sale/?&page=3,TERRENO DESCENDENTE EN MILENIO III EXCELENTE VISTA,"$2,900,000",580
1620528333-12834,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=4,TERRENOS EN VENTA EN LA ESPIGA QUERÉTARO,"$2,379,375",380
1620528229-12575,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=8,Terreno Comercial-habitacional Juriquilla,"$17,000,000",1285
1620528268-12692,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,Terreno en Venta en COLINAS DE JURIQUILLA QUERETARO,"$1,427,000",270
1620528137-12291,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=3,Terreno en zona completamente construida en El Campanario! RCS,"$6,900,000",653
1620528100-12168,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,Terrenos en venta en Jurica de 2474 m2,"$5,500",2474
1620528147-12303,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,"Precioso Terreno PLANO en El Campanario - 700 m2, VIVE AL MAXIMO!","$7,520,000",700
1620528109-12183,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=1,terreno en esquina  de  616m2  en Jurica   se  vende a  $7000 x m2  aprovecha  esta  ...,"$7,000",616
1620528213-12519,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=10,DESARROLLO HABITACIONAL EN JURIQUILLA,"$1,918,210",275
1620528258-12670,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=5,"Terrenos super ubicados m desarrollo Gran Reserva Preserve,  jruquilla Queretaro","$750,000",160
1620528324-12827,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=5,Macrolote en El Refugio de 3116 mts2 de suelo mixto! RAHH 20-293,"$13,712,820",3116
1620528157-12326,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,Terreno en Venta  El Campanario de Guadalupe Queretaro,"$6,985,730",735
1620528358-12935,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=1,Terreno en Venta en Residencial el refugio,"$1,050,000",128
1620528092-12136,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=3,"VENTA DE TERRENO EN QUERÉTARO, HACIENDA JURICA, PLANO DE 600 m2 Y BARDEADO.","$3,900,000",600
1620528268-12693,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=4,"VENTA EXCELENTE TERRENO PLANO EN JURIQUILLA GRAN RESERVA 304 m $1´400,000","$1,400,000",304
1620528100-12155,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,TERRENO EN VENTA SOBRE PASEO JURICA,"$6,830,500",1438
1620528119-12214,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=5,Terreno en Venta en el Campanario 202039 JL,"$6,900,000",653
1620528100-12143,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,"VENTA DE TERRENO en JURICA, Querétaro 30 metros de FRENTE EXCELENTE Opcion","$5,700,000",1350
1620528147-12320,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=2,"Terreno en venta en El Campanario, Querétaro","$13,650,000",1265
1620528258-12653,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=5,EXCELENTE TERRENO EN VENTA EN PRESERVE JURIQUILLA,"$756,000",180
1620528248-12627,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=6,Terreno Campestre,"$3,300,000",608
1620528157-12341,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/terreno/for-sale/?&page=1,Campanario Terreno que colinda con área verde,"$12,500,000",1225
1620528341-12876,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/terreno/for-sale/?&page=3,VENTA DE MACROLOTE IDEAL PARA INVERSIONISTAS,"$27,130,860",6029
1620528238-12618,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/terreno/for-sale/?&page=7,TERRENO RESIDENCIAL EN VENTA  EN JURIQUILLA,"$1,427,000",199
1620528100-12169,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/terreno/for-sale/?&page=2,VENTA DE MACROLOTE EN JURICA,"$80,000,000",10236
