web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,mconstruidos
1620519744-5252,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=15,"Casa en condominio en Venta, en Residencial el Refugio, Querétaro","$4,300,000",4,250
1620518242-1321,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=11,Casa en condominio - Fraccionamiento Cumbres del Lago,"$5,990,000",4,380
1620518322-1604,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=2,"Preciosa Residencia de Autor en Cumbres del Lago, 4 Habitaciones una en PB..","$6,250,000",4,394
1620519838-5546,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=5,Venta de Casa en El Refugio,"$2,203,000",3,126
1620518859-2873,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=4,"Milenio 3a Sección, Casa a Estrenar en Venta de 3 recamaras","$2,970,000",3,150
1620519828-5522,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=6,Casa con acabados de lujos con 4 recamaras en El Refugio YCC,"$4,100,000",4,140
1620518939-3059,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=49,"Casa sola en Venta, en Juriquilla, Querétaro","$15,980,000",4,570
1620519303-3993,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=18,"HERMOSA CASA 550M2 DE CONSTRUCCIÓN 3 RECÁMARAS, TODAS CON VESTIDOR Y BAÑO","$4,900,000",3,null
1620519470-4407,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=4,CASA VENTA CONDESA JURIQUILLA,"$3,800,000",3,214
1620518467-2082,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=2,"Preciosa Residencia de AUTOR en JURICA, Nueva, Alberca, 4 Recámaras, PREMIUM !!","$10,500,000",4,480
1620519640-4912,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=26,Casa en vneta El Refugio 3 habitaciones JRH,"$2,600,000",3,164
1620518602-2332,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=2,RESIDENCIA EN VENTA  EL CAMPANARIO PARA ESTRENAR,"$12,750,000",3,602
1620519025-3244,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=43,CASA EN VENTA JURIQUILLA EXCLUSIVIDAD UBICACION AMPLIO JARDIN ESTUDIO,"$7,350,000",3,357
1620519640-4932,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=26,Casa en Venta. El Refugio. FVR,"$2,950,000",3,191
1620519772-5328,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=12,"Venta de Casa con Control de Acceso, El Refugio.","$2,775,000",3,169
1620519564-4668,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=34,Linda casa en Venta. El Refugio,"$2,130,000",3,130
1620518706-2542,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=5,El Mirador - Preventa de Casa con Recámara en Planta Baja y Patio,"$2,450,000",3,155
1620518234-1292,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=12,CASA EN VENTA EN CUMBRES DEL LAGO JURIQUILLA CON ALBERCA,"$4,100,000",3,261
1620519564-4676,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=34,CASA EN VENTA EL REFUGIO QUERETARO,"$3,000,000",3,204
1620519025-3235,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=43,"Casa NUEVA 3 Recámaras con Baño, Jardín 70 m2 dentro de Privada con Seguridad Lomas d...","$4,950,000",3,270
1620519772-5343,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=12,"INVIERTE EN QUERÉTARO! CASA NUEVA EN VENTA, GRAN PLUSVALÍA Y EXCELENTES ACABADOS","$3,200,000",3,180
1620519151-3571,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=32,Casa en Juriquilla de 3 dormitorios y 232 mts2! ATC 20-678,"$4,062,795",3,232
1620518438-1986,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=5,JURICA Casa con acabados de lujo recamara en planta baja tbs213072,"$13,500,000",3,445
1620519678-5037,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=22,"Casa sola en Venta, en Residencial el Refugio, Querétaro","$5,250,000",4,325
1620518158-1027,https://www.lamudi.com.mx/queretaro-arteaga/corregidora/los-candiles-1/casa/for-sale/?&page=1,"En Venta Preciosa Casa en Candiles, 4 Recamaras, Cochera Cerrada, 2.5 ..","$1,900,000",4,156
1620518331-1612,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=1,"Casa Cumbres del Lago, 3 recamaras, 2.5 , jardín, estudio, amenidades","$2,900,000",3,150
1620519543-4622,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=36,Casa con Alberca y Roof Garden en El Refugio Querétaro 20-3373,"$2,700,000",4,166
1620518897-2977,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=1,"Casa en VENTA en privada Home Coto Club, Milenio III Qro.","$5,200,000",3,317
1620518208-1192,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=15,"Cumbres del Lago - Juriquilla, Casa con roof en VENTA, 380 m2,","$5,490,000",4,380
1620518278-1431,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=7,Venta de Hermosa Casa en Cumbres del Lago 3 Recamaras Amplio Jardin Ycc,"$3,429,000",3,218
1620519800-5437,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=9,"Preciosa, El Refugio, Alberca, 3 Niveles, 4 Recámaras, 3.5 . ROOF GARDEN !!","$2,600,000",4,192
1620519846-5591,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=4,Casa de Entrega Inmediata con finos acabados en El Refugio! RAHQRO,"$2,200,000",3,142
1620518859-2891,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=4,"Casa nueva en venta  en Milenio 111, con un estilo  moderno","$3,980,000",4,235
1620519564-4685,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=34,Casa - Residencial el Refugio,"$2,550,000",3,186
1620518590-2322,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=3,"CASA EN VENTA EN EL CAMPANARIO, 4 , ESTUDIO O 5TA , 5 , JARDÍN","$16,950,000",5,492
1620519819-5493,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=7,Venta de Casa en El Refugio 4 Recamaras Roof Garden 3 1/2  Sala de Tv Ycc,"$2,700,000",4,166
1620518369-1731,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=13,Gran Casa con Jacuzzi en Jurica en venta con 3 recamaras,"$11,350,000",5,610
1620519047-3296,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=41,Venta Casa Privada Altarrica Juriquilla,"$9,250,000",4,523
1620518579-2285,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=4,"CASA EN VENTA EN EL CAMPANARIO, 3 , 3.5 , JARDIN, EST. 4 AUTOS","$12,500,000",3,460
1620519781-5375,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=11,Venta muy bonita casa estilo americano 3 Rec area de servicio JF,"$3,399,000",4,166
1620518696-2524,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=6,VENTA CASA EN ZEN LIFE 3 RECAMARAS 3  COMPLETOS Y ESTUDIO,"$2,450,000",3,155
1620518455-2035,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=3,Casa en la mejores privada de Jurica con amplio jardín! RAHQRO,"$6,200,000",3,264
1620518278-1451,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=7,Cumbres del Lago casa de 4 racamaras todas con baño 425 mts2! tbs213524,"$7,950,000",4,425
1620518917-2989,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=51,¡Aproveche! Casa en Venta San Isidro Juriquilla,"$2,200,000",3,161
1620519584-4745,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=32,Hermosa y amplia casa en Venta en El Refugio,"$2,555,041",3,128
1620519075-3351,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=39,Cada de 2 niveles con 3 recamaras,"$4,600,000",3,279
1620518742-2630,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=2,Casa en venta en el mirador con roof 3 recamaras y 4  buen precio,"$2,980,000",3,225
1620518174-1078,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=19,Casa en Cumbres del Lago de 2 dormitorios! RAHQRO,"$2,704,000",2,134
1620518350-1669,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/casa/for-sale/?&page=2,"VENTA CASA - Centro Sur, Claustros de Santiago (Con doble frente)","$6,000,000",3,304
1620518859-2892,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=4,Excelente oportunidad - Hermosa casa en venta Milenio III - Recién remodelada,"$2,797,000",3,197
1620518776-2715,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=9,EXCELENTE CASA EN MILENIO QUERETARO,"$3,170,000",4,230
1620518208-1200,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=15,Casa de LUJO en venta  en Cumbres de Lago,"$4,750,000",4,280
1620519480-4435,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=3,"Preciosa Residencia en Bio Grand Juriquilla, Roof Garden, 3 Recamaras, Cto Serv.","$2,980,000",3,230
1620519480-4434,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=3,"Hermosa Casa en Grand Juriquilla, Gran Jardín, 3 Recamaras, Equipada, de LUJO !!","$2,370,000",3,152
1620518590-2307,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=3,Casa en venta en El Campanario de Oportunidad!!!,"$17,500,000",4,439
1620518234-1289,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=12,Casa a la venta en cumbres del lago AQC,"$5,220,000",3,311
1620518369-1750,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=13,Casa en venta Jurica 5 habitaciones JGCC,"$16,500,000",5,505
1620518226-1274,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=13,Casa en Venta en Cumbres del Lago,"$3,995,000",4,225
1620519107-3447,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=36,Misión San Jeronimo casa con 4 recamaras cada una con su baño!,"$7,500,000",4,380
1620519564-4681,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=34,"Casa en Venta, Querétaro, Querétaro","$2,645,000",3,192
1620518242-1332,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=11,"Casa sola en Venta, en Cumbres del Lago, Querétaro","$4,950,000",3,280
1620519273-3930,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=20,Exclusivo residencial en Juriquilla,"$2,674,558",3,128
1620519669-5000,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=23,casa a la venta en El Refugio AQC,"$2,465,000",3,152
1620519025-3230,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=43,"Casa nueva en Privada en VENTA en San Isidro Juriquilla 3 Rec 3  desde $2,076,90...","$2,076,900",3,108
1620518677-2495,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=7,Hermosa casa en venta en el Mirador AQC,"$2,490,000",2,135
1620519502-4506,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=1,"Preciosa Casa en Grand Juriquilla, Jardín Amplio, 3 Recamaras, Family Room, Lujo","$2,690,000",3,195
1620519856-5608,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=3,"Preciosa Residencia en El Refugio, Roof Garden, 4ta Recamara en PB, de Lujo !!","$3,650,000",4,215
1620518447-2024,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=4,"Casa en Venta en Colonia Jurica Queretaro, un Nivel","$13,000,000",3,872
1620519273-3920,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=20,VENTA DE CASA EN CONDESA JURIQUILLA,"$4,150,000",4,250
1620518269-1400,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=8,CASA EN VENTA JURIQUILLA EN FRACCIONAMIENTO CERRADO Y VIGILANCIA LAS 24HRS.,"$4,600,000",3,250
1620519856-5597,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=3,CASAS EN VENTA EN EL REFUGIO EN BOJAI CON 3 RECAMARAS QUERETARO,"$3,050,000",3,175
1620519819-5480,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=7,Se Vende Casa en El Refugio,"$4,200,000",3,280
1620518216-1229,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=14,Casa con Roof Garden en Cumbres del Lago de 4 dormitorios! RAHH,"$5,490,000",3,380
1620518579-2267,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-sale/?&page=4,LOMAS DEL CAMPANARIO 424M2,"$10,950,000",4,424
1620518287-1467,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=6,Casa en venta en cumbres del lago con amplio jardín!,"$3,900,000",3,250
1620519846-5588,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=4,"Casa en venta con alberca, Fraccionamiento el Refugio Querétaro","$2,450,000",3,164
1620518757-2684,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=1,Casa en condominio en Venta en El Mirador,"$2,500,000",4,180
1620519160-3607,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=31,Casa  venta con amplio jardin en Juriquilla Queretaro,"$5,500,000",3,280
1620519828-5518,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=6,Casa en venta e condominio en El Refugio queretaro,"$2,097,000",3,120
1620518657-2454,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=8,Casa en venta El Mirador 3 habitaciones AVH,"$2,980,000",3,225
1620518199-1174,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=16,Casa en venta Cumbres del Lago 2 habitaciones JGCC,"$2,704,000",2,134
1620518917-3000,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=51,"Juriquilla - Estrena casa de amplios espacios. Amenidades, seguridad.","$2,630,000",3,195
1620518875-2899,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=3,"Casa Grande Con Sótano,3 Recamaras Con Vestidor y Baño,Roof Garden,Salón Juegos","$7,300,000",3,360
1620518971-3134,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=46,ALTOS DE JURIQUILLA CASA EN VENTA DE 3 REAMARAS CON JARDIN Y ROOF GARDEN CUARTO,"$3,400,000",3,196
1620518191-1159,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=17,"Vendo amplia casa en Cumbres del Lago Juriquilla, acados de lujo!","$6,900,000",3,400
1620518269-1411,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=8,VENTA ALTOS JURIQUILLA DE DISEÑADOR,"$3,690,000",3,212
1620518696-2514,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=6,Casa de 3 niveles en zona de Fraccionamiento El Mirador JF,"$1,990,000",3,133
1620519425-4286,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=8,Casa de Tres Niveles en PREVENTA en el Corazón de Juriquilla,"$3,834,147",3,192
1620518657-2473,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=8,El Mirador casa en esquina de 4 recamaras y excelente estado!,"$5,000,000",4,311
1620518306-1537,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=4,Casa - Fraccionamiento Cumbres del Lago,"$7,890,000",4,400
1620519603-4788,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=30,El Refugio casa a estrenar de 3 recamaras! RAHH,"$3,190,000",3,160
1620518287-1466,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=6,Casa en Cumbres del Lago de 4 dormitorios y 280 mts2! RAHQRO,"$4,750,000",4,280
1620519593-4768,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=31,Casa en venta con 3 dormitorios y jardín privado en El Refugio YCC,"$2,540,000",3,109
1620519202-3719,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=27,"Casa en venta ubicada en Juriquilla, Querétaro, Querétaro","$6,900,000",3,357
1620518467-2066,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=2,CASA EN VENTA JURICA,"$6,900,000",4,320
1620518340-1664,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/centro-sur/casa/for-sale/?&page=3,CASA EN Cerro De La Silla Colinas Del Cimatario  Querétaro,"$3,117,100",2,250
1620519327-4041,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=16,CASA EN VENTA EN CUMBRES DE JURIQUILLA EN PRIVADA Y ROOF GARDEN,"$3,100,000",3,196
1620519874-5661,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=1,"ACEPTA FOVISSSTE CASA VENTA 3 REC 2.5  1 ESTUDIO EL REFUGIO, QUERETARO","$2,290,000",3,142
1620518859-2869,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=4,"Vendo casa en Milenio III, privada Lucepolis con roof garden en $3,350,000 pesos","$3,350,000",3,200
1620519564-4678,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=34,Amplia casa en venta en El Refugio queretaro,"$3,200,000",4,160
1620518927-3043,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=50,Casas Venta Preserve Juriquilla Querétaro / TI-D,"$2,590,000",3,180
1620518706-2553,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=5,El Mirador - Casa en Esquina Para Venta,"$2,490,000",3,135
1620518369-1729,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?&page=13,DECIDE SER FELIZ EN ESTA HERMOSA CASA EN VENTA EN UNA DE LAS MEJORES ZONAS DE QUERETA...,"$6,400,000",5,260
1620519584-4748,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=32,VENTA DE CASA EN ZIBATA,"$4,490,000",3,245
1620519341-4082,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=15,EN AMARA GRAND TE ESPERA TU CASA NUEVA,"$3,203,560",2,179
1620519436-4330,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=7,VENTA CASAS QUERETARO JURIQUILLA SAN MARCOS CON VISTA AL LAGO Y CAMPO DE GOLF,"$12,000,000",null,700
1620518897-2980,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-sale/?&page=1,Casa en venta de tres pisos en milenio lll Querétaro,"$3,380,000",4,255
1620519303-3977,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=18,"Juriquilla casa con cocina equipada, 357 mts2 y 3 recamaras! JGJ","$7,000,000",3,357
1620519564-4669,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-sale/?&page=34,"Casa en Venta, Querétaro, Querétaro","$2,524,051",3,163
1620518677-2482,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-sale/?&page=7,Casa en venta en El Mirador de 3 amplias recamaras con closet y 147 mts2!,"$2,380,000",3,147
1620518242-1338,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/cumbres-del-lago/casa/for-sale/?&page=11,CASA EN VENTA EN CUMBRES DEL LAGO CON EXTRAORDINARIOS ESPACIOS,"$5,600,000",4,394
1620519425-4293,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-sale/?&page=8,"Venta - Casa con Las Mejores Amenidades, San Isidro Juriquilla","$3,363,840",3,262
