web-scraper-order,web-scraper-start-url,titulo,precio,recamaras,baños,mconstruidos
1620520605-6347,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Estrena Departamento Amueblado en Juriquilla,"16,500",2,"2
					
						",101
1620520676-6542,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-9.html,Renta Exclusivo Depto Biósfera Tw Juriquilla,"17,000",3,"2
					
						",120
1620520558-6220,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Departamento Nuevo Sin Amueblar en City View con Excelente V,"18,000",2,"2
					
						",118
1620520710-6628,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,Renta Departamentos Amueblados - Biosfera - Juriquilla - Que,"27,000",3,"3
					
						",165
1620520605-6340,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Apartment - Juriquilla,"26,000",3,"2
					
						",127
1620520518-6132,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-2.html,Departamento Amueblado en Renta en Jurica,"10,500",1,"1
					
						",100
1620520622-6399,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento Amueblado de 2 Hab en Atelier Juriquilla,"18,000",2,"2
					
						",110
1620520605-6349,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Depto Renta Amueblado Atelier Juriquilla,"20,000",3,"2
					
						",113
1620520630-6404,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Departamento en Renta Juriquilla Queretaro,"15,000",2,"1
					
						",140
1620520694-6572,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento en Renta o Venta en Biosfera Juriquilla con 2 Recamaras,"18,000",2,"2
					
						",90
1620520501-6092,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-2.html,Departamento Amueblado Central Park,"35,000",3,"2
					
						",100
1620520605-6343,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Departamento Amueblado Renta Juriquilla,"13,200",2,"1
					
						",70
1620520702-6604,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,"Wise Living Juriquilla, Departamento Tipo Luxury Totalmente","35,000",3,"2
					
						",223
1620520612-6371,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-16.html,Renta de Departamento en Juriquilla 3 Recamaras 3 ,"22,500",3,"2
					
						",120
1620520589-6309,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-milenio.html,(Ao) Precioso y Céntrico Departamento en Querétaro.,"18,000",2,"2
					
						",110
1620520581-6298,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro.html,Departamento Amueblado en Renta en El Mirador,"15,500",2,"2
					
						",122
1620520667-6516,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Hermoso Departamento en Renta. Juriquilla. Fvr,"23,500",3,"2
					
						",184
1620520612-6370,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-16.html,"Juriquilla, Departamento Amueblado en Renta","19,000",3,"2
					
						",113
1620520550-6211,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,Renta Departamento City View El Campanario Queretaro,"16,000",2,"2
					
						",97
1620520676-6530,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-9.html,Renta Departamento Amueblado Atelier Queretaro Juriquilla,"16,000",2,"1
					
						",86
1620520612-6374,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-16.html,Celesta Towers Juriquilla,"14,500",2,"2
					
						",109
1620520528-6156,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,"Local en Renta en Plaza El Pinar Jurica, D272","9,000","1
					
						",null,67
1620520694-6589,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Renta de Cuarto,"3,500","1
					
						","10
					
						",1
1620520442-5933,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,"San Agustín, Departamento Amueblado en Renta","10,500",3,"2
					
						",132
1620520467-5989,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Renta Departamento Amueblado Central Park Queretaro,"23,000",2,"2
					
						",1
1620520605-6338,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Bpi/ Departamento en Renta en Biòsfera Juriquilla,"15,500",2,"2
					
						",91
1620520475-6021,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-5.html,Departamento Amueblado y Remodelado en Renta Centro Sur Queretaro Alberca,"25,000",3,"2
					
						",110
1620520710-6627,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,"Se Renta Departamento Amueblado en Juriquilla, 2 Recamaras","17,000",2,"2
					
						",130
1620520702-6615,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Penthouse en Juriquilla Altara,"22,000",3,"2
					
						",210
1620520612-6353,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-16.html,"Departamento en Renta Amueblado Y/ó Sin Muebles, Zona Juriquilla, Qro. Qro.","10,000",3,"2
					
						",82
1620520589-6312,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-milenio.html,"Penthouse en Renta Amueblado en Milenio III. 2 Recámaras, Roof Garden","19,000",2,"2
					
						",120
1620520684-6556,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,Departamento en Renta Juriquilla,"13,500",2,"2
					
						",105
1620520484-6049,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento en Renta en Centro Sur,"23,000",3,"2
					
						",213
1620520492-6075,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Departamento en Renta en Central Park,"27,000",2,"2
					
						",160
1620520694-6577,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento Amueblado de 2 Hab. en Atelier Juriquilla,"16,200",2,"2
					
						",97
1620520581-6295,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-el-mirador-ciudad-de-queretaro.html,Departamento de 2 Recamaras Amueblado en Renta en El Mirador,"15,500",2,"2
					
						",122
1620520737-6695,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,Departamento en Renta en Grand Preserve,"10,500",2,"2
					
						",85
1620520442-5924,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Exclusivo Departamento en Renta,"25,000",3,"2
					
						",213
1620520442-5938,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Departamento en Renta Central Park Queretaro Rdr - Cl,"18,000",2,"2
					
						",112
1620520434-5900,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,Departamento Renta Amueblado en Central Park,"25,000",2,"2
					
						",119
1620520492-6061,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Departamento en Renta en Centro Sur,"19,000",3,"3
					
						",147
1620520658-6486,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departamento en Renta a Estrenar en Juriquilla,"16,000",2,"2
					
						",126
1620520542-6188,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Rento Penthouse en La Cima Towers,"28,000",3,"2
					
						",152
1620520694-6574,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento en Renta Querétaro Santa Fe Juriquilla de 1 Recámara con Vigilancia,"18,000",1,"2
					
						",98
1620520501-6091,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-2.html,Departamento en Renta en Centro Sur,"23,000",2,"2
					
						",163
1620520737-6688,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,Departamento en Renta en Juriquilla Santa Fe Amueblado,"23,000",2,"2
					
						",130
1620520467-6008,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Departamento Amueblado en Renta Central Park Queretaro Rdr,"26,000",1,"3
					
						",163
1620520752-6736,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-residencial-el-refugio.html,Departamento en Natuur Towers El Refugio,"15,000",3,"2
					
						",110
1620520597-6325,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-18.html,Renta Departamento Juriquilla,"14,500",2,"2
					
						",100
1620520667-6514,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Departamento Catena en Cumbres del Lago Juriquilla,"18,500",3,"2
					
						",176
1620520511-6129,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-1.html,Departamento Amueblado Premium en Centro Sur Central Park.,"28,000",2,"2
					
						",220
1620520676-6532,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-9.html,"Departamento Amueblado en Renta Juriquilla, Biosfera","19,000",2,"2
					
						",91
1620520710-6623,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,Departamento Amueblado en Renta Juriquilla Queretaro Rdr2102,"22,000",2,"2
					
						",124
1620520702-6603,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,"Departamento en Renta en La Loma Residences, Querétaro.","15,000",2,"2
					
						",85
1620520737-6704,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,Departamento en Renta o Venta en Juriquilla Queretaro,"15,000",2,"2
					
						",120
1620520492-6076,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Loft Amueblado en Renta en Central Park,"34,000",null,null,112
1620520684-6548,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,Apartment - Juriquilla,"26,000",3,"2
					
						",127
1620520710-6626,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,"Departamento en Renta en Juriquilla, D172","20,000",3,"3
					
						",175
1620520426-5889,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-11.html,"Departamento en Renta, Centro Sur","25,000",2,"2
					
						",133
1620520630-6400,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Departamento en Renta en Juriquilla Desarrollo Handiko,"21,500",2,"2
					
						",160
1620520710-6620,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,Departamento en Renta. Juriquilla. Fvr,"23,500",3,"2
					
						",184
1620520528-6158,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,Depa Amueblado a 200 m de Plaza Antea Qro.,"22,900",2,"2
					
						",92
1620520442-5916,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Departamento en Renta en Centro Sur,"19,000",3,"3
					
						",147
1620520658-6480,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departamento en Renta Altara Juriquilla Queretaro Ll,"13,500",2,"2
					
						",106
1620520492-6064,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Departamento en Renta en Centro Sur,"22,000",2,"2
					
						",146
1620520528-6150,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,Depto con o Sin Muebles. Acceso Inmediato a Bdo Quint. Cerca Jurica y Antea,"22,000",3,"2
					
						",175
1620520484-6051,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento Renta Queretaro Central Park 2 Recamaras,"20,000",2,"2
					
						",136
1620520458-5977,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-7.html,"Departamento en Renta en Centro Sur, Querétaro","16,500",3,"2
					
						",108
1620520566-6252,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-2.html,Departamento Amueblado en Renta en Sierra Azul Querétaro,"35,000",3,"3
					
						",169
1620520484-6056,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Renta Departamento Torre Alia Centro Sur Queretaro,"18,000",3,"2
					
						",105
1620520650-6460,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-12.html,Departamento en Renta en Juriquilla Aqc,"20,000",3,"3
					
						",184
1620520641-6447,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-13.html,Hermoso Departamento en Renta. Juriquilla. Fvr,"23,500",3,"2
					
						",184
1620520558-6231,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-3.html,Renta Departamento 3 Recamaras en Sierra Azul Campanario Queretaro,"24,000",3,"4
					
						",201
1620520684-6547,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,Departamento en Renta en Juriquilla Desarrollo Handiko,"21,000",2,"2
					
						",153
1620520528-6162,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-1.html,"Departamento en Venta/renta, Condesa Palmas, Jurica","11,000",2,"2
					
						",122
1620520667-6501,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,"En Renta Departamento Amueblado en Juriquilla, 2 Recamaras, 2.5 , Alberca.","17,000",2,"2
					
						",130
1620520684-6544,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,"Oportunidad, Departamento en Venta o Renta en Juriquilla","16,000",3,"2
					
						",90
1620520605-6329,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,"Oportunidad, Departamento en Venta o Renta en Juriquilla","16,000",3,"2
					
						",90
1620520450-5954,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-8.html,Bonito Departamento en Renta Alia Sky Living Bernardo Quintana,"18,000",2,"3
					
						",90
1620520442-5927,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Departamento en Renta Amueblado,"21,000",2,"2
					
						",87
1620520542-6172,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Departamento - Fraccionamiento El Campanario,"22,000",2,"2
					
						",234
1620520426-5887,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-11.html,Departamento Amueblado en Renta en Centro Sur Queretaro,"15,000",1,"1
					
						",90
1620520574-6289,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,"Departamento en Renta, City View, Campanario, Amueblado","24,000",2,"2
					
						",110
1620520484-6046,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Renta Departamento Amueblado en Centro Sur de 3 Recamaras!,"25,000",3,"2
					
						",110
1620520622-6390,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Cuartos Amueblados con  Privado en Biogrand,"5,500","1
					
						","1
					
						",30
1620520492-6082,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Departamento Amueblado en Central Park,"16,300",1,"2
					
						",103
1620520467-5991,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Departamento en Renta Central Park Queretaro Rdra - Cl,"27,000",3,"3
					
						",207
1620520630-6418,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,"Departamento Amueblado de 2 Hab. en Life, Valle de Juriquilla","21,500",2,"2
					
						",119
1620520710-6637,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,Departamento de 3 Hab en Tres Vistas Juriquilla,"18,000",3,"2
					
						",134
1620520720-6653,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-4.html,Se Renta Precioso Departamento en Life Juriquilla,"18,000",2,"2
					
						",110
1620520720-6647,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-4.html,Se Renta Lujoso Departamento en Biosfera Towers Juriquilla,"16,000",3,"2
					
						",100
